"country","year","infant_mortality"
"Slovak Republic",2008,7.6
"Slovenia",2008,3
"Solomon Islands",2008,27.3
"South Africa",2008,46.6
"Spain",2008,4.2
"Sri Lanka",2008,10.2
"Sudan",2008,55.8
"Suriname",2008,23.5
"Swaziland",2008,73.2
"Sweden",2008,2.6
"Switzerland",2008,4
"Syria",2008,14.2
"Tajikistan",2008,47.4
"Tanzania",2008,48.3
"Thailand",2008,13.4
"Timor-Leste",2008,57.8
"Togo",2008,62.5
"Tonga",2008,14.6
"Trinidad and Tobago",2008,22.2
"Tunisia",2008,16.6
"Turkey",2008,18.9
"Turkmenistan",2008,53.2
"Uganda",2008,55.4
"Ukraine",2008,11.1
"United Arab Emirates",2008,7.8
"United Kingdom",2008,4.7
"United States",2008,6.5
"Uruguay",2008,11.2
"Uzbekistan",2008,42
"Vanuatu",2008,23.7
"Venezuela",2008,14.7
"West Bank and Gaza",2008,20.9
"Vietnam",2008,20.8
"Yemen",2008,47
"Zambia",2008,58.7
"Zimbabwe",2008,58.9
"Albania",2009,15.4
"Algeria",2009,24.3
"Angola",2009,112.2
"Antigua and Barbuda",2009,8.2
"Argentina",2009,13.4
"Armenia",2009,17
"Aruba",2009,NA
"Australia",2009,4.2
"Austria",2009,3.7
"Azerbaijan",2009,35.5
"Bahamas",2009,11.7
"Bahrain",2009,7.6
"Bangladesh",2009,41.3
"Barbados",2009,13.9
"Belarus",2009,5.1
"Belgium",2009,3.7
"Belize",2009,16.7
"Benin",2009,72.3
"Bhutan",2009,36.1
"Bolivia",2009,38.4
"Bosnia and Herzegovina",2009,6.7
"Botswana",2009,42.3
"Brazil",2009,15.4
"Brunei",2009,7.5
"Bulgaria",2009,11.5
"Burkina Faso",2009,72.5
"Burundi",2009,66.4
"Cambodia",2009,40
"Cameroon",2009,68.8
"Canada",2009,5
"Cape Verde",2009,23.6
"Central African Republic",2009,103.6
"Chad",2009,95.1
"Chile",2009,7.5
"China",2009,14.6
"Colombia",2009,16.4
"Comoros",2009,64.6
"Congo, Dem. Rep.",2009,86.9
"Congo, Rep.",2009,45.3
"Costa Rica",2009,8.9
"Cote d'Ivoire",2009,79
"Croatia",2009,4.8
"Cuba",2009,4.7
"Cyprus",2009,3.1
"Czech Republic",2009,3.6
"Denmark",2009,3.5
"Djibouti",2009,63.9
"Dominican Republic",2009,28.3
"Ecuador",2009,21.9
"Egypt",2009,25.1
"El Salvador",2009,17.7
"Equatorial Guinea",2009,81.2
"Eritrea",2009,40.7
"Estonia",2009,4
"Ethiopia",2009,53.6
"Fiji",2009,20.3
"Finland",2009,2.6
"France",2009,3.5
"French Polynesia",2009,NA
"Gabon",2009,44.2
"Gambia",2009,52.6
"Georgia",2009,16
"Germany",2009,3.6
"Ghana",2009,51.7
"Greece",2009,4.2
"Greenland",2009,NA
"Grenada",2009,12
"Guatemala",2009,29.3
"Guinea",2009,73.7
"Guinea-Bissau",2009,76.6
"Guyana",2009,33.7
"Haiti",2009,60
"Honduras",2009,21.4
"Hong Kong, China",2009,NA
"Hungary",2009,5.9
"Iceland",2009,1.9
"India",2009,48.2
"Indonesia",2009,28.5
"Iran",2009,17.3
"Iraq",2009,30.6
"Ireland",2009,3.6
"Israel",2009,3.8
"Italy",2009,3.5
"Jamaica",2009,15.9
"Japan",2009,2.4
"Jordan",2009,18.3
"Kazakhstan",2009,21.1
"Kenya",2009,44.3
"Kiribati",2009,48.9
"South Korea",2009,3.7
"Kuwait",2009,9.5
"Kyrgyz Republic",2009,28.4
"Lao",2009,61
"Latvia",2009,8.6
"Lebanon",2009,9.2
"Lesotho",2009,78.8
"Liberia",2009,68.6
"Libya",2009,15.1
"Lithuania",2009,6.1
"Luxembourg",2009,2
"Macao, China",2009,NA
"Macedonia, FYR",2009,9.6
"Madagascar",2009,43.8
"Malawi",2009,59.6
"Malaysia",2009,6.9
"Maldives",2009,12.4
"Mali",2009,85
"Malta",2009,5.7
"Mauritania",2009,71.1
"Mauritius",2009,13.6
"Mexico",2009,15
"Micronesia, Fed. Sts.",2009,33.8
"Moldova",2009,14.9
"Mongolia",2009,26.8
"Montenegro",2009,6.8
"Morocco",2009,29.6
"Mozambique",2009,74.3
"Namibia",2009,39.2
"Nepal",2009,38.1
"Netherlands",2009,3.8
"New Caledonia",2009,NA
"New Zealand",2009,5.2
"Nicaragua",2009,22.7
"Niger",2009,68.9
"Nigeria",2009,84.3
"Norway",2009,2.7
"Oman",2009,10.1
"Pakistan",2009,74.8
"Panama",2009,17.5
"Papua New Guinea",2009,51.6
"Paraguay",2009,21
"Peru",2009,17.1
"Philippines",2009,25.4
"Poland",2009,5.3
"Portugal",2009,3.2
"Puerto Rico",2009,NA
"Qatar",2009,7.9
"Romania",2009,13
"Russia",2009,10.9
"Rwanda",2009,47.3
"St. Lucia",2009,14.3
"St. Vincent and the Grenadines",2009,18.8
"Samoa",2009,17
"Saudi Arabia",2009,15.1
"Senegal",2009,48.3
"Serbia",2009,6.8
"Seychelles",2009,12.2
"Sierra Leone",2009,111.7
"Singapore",2009,2.2
"Slovak Republic",2009,7.3
"Slovenia",2009,2.8
"Solomon Islands",2009,27
"South Africa",2009,41.1
"Spain",2009,4.1
"Sri Lanka",2009,9.7
"Sudan",2009,54.5
"Suriname",2009,22.7
"Swaziland",2009,65.8
"Sweden",2009,2.5
"Switzerland",2009,3.9
"Syria",2009,13.7
"Tajikistan",2009,46
"Tanzania",2009,45.6
"Thailand",2009,12.9
"Timor-Leste",2009,55.3
"Togo",2009,60.9
"Tonga",2009,14.8
"Trinidad and Tobago",2009,21.6
"Tunisia",2009,15.7
"Turkey",2009,17.6
"Turkmenistan",2009,51.7
"Uganda",2009,52.3
"Ukraine",2009,10.6
"United Arab Emirates",2009,7.6
"United Kingdom",2009,4.6
"United States",2009,6.4
"Uruguay",2009,11
"Uzbekistan",2009,40.8
"Vanuatu",2009,23.8
"Venezuela",2009,14.5
"West Bank and Gaza",2009,20.5
"Vietnam",2009,20.3
"Yemen",2009,44.7
"Zambia",2009,55.6
"Zimbabwe",2009,57.7
"Albania",2010,14.8
"Algeria",2010,23.5
"Angola",2010,109.6
"Antigua and Barbuda",2010,7.7
"Argentina",2010,13
"Armenia",2010,16.1
"Aruba",2010,NA
"Australia",2010,4.1
"Austria",2010,3.6
"Azerbaijan",2010,33.9
"Bahamas",2010,11.4
"Bahrain",2010,7.1
"Bangladesh",2010,39.2
"Barbados",2010,13.6
"Belarus",2010,4.7
"Belgium",2010,3.6
"Belize",2010,16.3
"Benin",2010,71
"Bhutan",2010,34.1
"Bolivia",2010,36.8
"Bosnia and Herzegovina",2010,6.4
"Botswana",2010,39.8
"Brazil",2010,14.8
"Brunei",2010,7.7
"Bulgaria",2010,11.2
"Burkina Faso",2010,69.7
"Burundi",2010,63.8
"Cambodia",2010,36.7
"Cameroon",2010,66.2
"Canada",2010,4.9
"Cape Verde",2010,23.3
"Central African Republic",2010,101.7
"Chad",2010,93.6
"Chile",2010,7.6
"China",2010,13.5
"Colombia",2010,15.9
"Comoros",2010,63.1
"Congo, Dem. Rep.",2010,84.8
"Congo, Rep.",2010,42.2
"Costa Rica",2010,8.9
"Cote d'Ivoire",2010,76.9
"Croatia",2010,4.6
"Cuba",2010,4.9
"Cyprus",2010,3
"Czech Republic",2010,3.4
"Denmark",2010,3.3
"Djibouti",2010,62.2
"Dominican Republic",2010,27.9
"Ecuador",2010,21.3
"Egypt",2010,24.3
"El Salvador",2010,17.1
"Equatorial Guinea",2010,78.9
"Eritrea",2010,39.4
"Estonia",2010,3.6
"Ethiopia",2010,50.8
"Fiji",2010,20.3
"Finland",2010,2.5
"France",2010,3.5
"French Polynesia",2010,NA
"Gabon",2010,42.8
"Gambia",2010,51.7
"Georgia",2010,14.9
"Germany",2010,3.5
"Ghana",2010,50.2
"Greece",2010,4.1
"Greenland",2010,NA
"Grenada",2010,11.9
"Guatemala",2010,28.4
"Guinea",2010,71.2
"Guinea-Bissau",2010,73.4
"Guyana",2010,33.5
"Haiti",2010,85.5
"Honduras",2010,20.7
"Hong Kong, China",2010,NA
"Hungary",2010,5.7
"Iceland",2010,1.9
"India",2010,46.3
"Indonesia",2010,27.4
"Iran",2010,16.4
"Iraq",2010,30
"Ireland",2010,3.5
"Israel",2010,3.7
"Italy",2010,3.4
"Jamaica",2010,15.5
"Japan",2010,2.4
"Jordan",2010,17.8
"Kazakhstan",2010,19.3
"Kenya",2010,42.4
"Kiribati",2010,48.3
"South Korea",2010,3.5
"Kuwait",2010,9.2
"Kyrgyz Republic",2010,26.5
"Lao",2010,59
"Latvia",2010,8.2
"Lebanon",2010,8.7
"Lesotho",2010,75.2
"Liberia",2010,65.2
"Libya",2010,14.3
"Lithuania",2010,5.6
"Luxembourg",2010,1.9
"Macao, China",2010,NA
"Macedonia, FYR",2010,8.7
"Madagascar",2010,42.1
"Malawi",2010,57.5
"Malaysia",2010,6.8
"Maldives",2010,11.2
"Mali",2010,82.9
"Malta",2010,5.6
"Mauritania",2010,70.1
"Mauritius",2010,13.3
"Mexico",2010,14.4
"Micronesia, Fed. Sts.",2010,32.9
"Moldova",2010,14.7
"Mongolia",2010,25
"Montenegro",2010,6.3
"Morocco",2010,28.5
"Mozambique",2010,71.9
"Namibia",2010,37.5
"Nepal",2010,36.3
"Netherlands",2010,3.7
"New Caledonia",2010,NA
"New Zealand",2010,5.1
"Nicaragua",2010,22
"Niger",2010,66.1
"Nigeria",2010,81.5
"Norway",2010,2.6
"Oman",2010,10
"Pakistan",2010,73.5
"Panama",2010,17
"Papua New Guinea",2010,50.3
"Paraguay",2010,20.4
"Peru",2010,16.3
"Philippines",2010,24.9
"Poland",2010,5
"Portugal",2010,3.1
"Puerto Rico",2010,NA
"Qatar",2010,7.7
"Romania",2010,12.1
"Russia",2010,10.3
"Rwanda",2010,43.8
"St. Lucia",2010,14.1
"St. Vincent and the Grenadines",2010,18.6
"Samoa",2010,16
"Saudi Arabia",2010,14.7
"Senegal",2010,46.7
"Serbia",2010,6.6
"Seychelles",2010,12.2
"Sierra Leone",2010,107
"Singapore",2010,2.2
"Slovak Republic",2010,7
"Slovenia",2010,2.7
"Solomon Islands",2010,26.6
"South Africa",2010,38.2
"Spain",2010,3.9
"Sri Lanka",2010,9.4
"Sudan",2010,53.3
"Suriname",2010,22.1
"Swaziland",2010,59.1
"Sweden",2010,2.5
"Switzerland",2010,3.9
"Syria",2010,13.2
"Tajikistan",2010,44.7
"Tanzania",2010,42.4
"Thailand",2010,12.5
"Timor-Leste",2010,53.1
"Togo",2010,59.3
"Tonga",2010,15
"Trinidad and Tobago",2010,21
"Tunisia",2010,14.9
"Turkey",2010,16.4
"Turkmenistan",2010,50.4
"Uganda",2010,49.5
"Ukraine",2010,10.1
"United Arab Emirates",2010,7.3
"United Kingdom",2010,4.4
"United States",2010,6.3
"Uruguay",2010,10.6
"Uzbekistan",2010,39.6
"Vanuatu",2010,23.9
"Venezuela",2010,14.3
"West Bank and Gaza",2010,20.2
"Vietnam",2010,19.8
"Yemen",2010,42.4
"Zambia",2010,52.9
"Zimbabwe",2010,55.8
"Albania",2011,14.3
"Algeria",2011,22.8
"Angola",2011,106.8
"Antigua and Barbuda",2011,7.2
"Argentina",2011,12.7
"Armenia",2011,15.3
"Aruba",2011,NA
"Australia",2011,3.8
"Austria",2011,3.4
"Azerbaijan",2011,32.5
"Bahamas",2011,11.1
"Bahrain",2011,6.7
"Bangladesh",2011,37.2
"Barbados",2011,13.3
"Belarus",2011,4.3
"Belgium",2011,3.5
"Belize",2011,15.9
"Benin",2011,69.8
"Bhutan",2011,32.3
"Bolivia",2011,35.3
"Bosnia and Herzegovina",2011,6.2
"Botswana",2011,39.9
"Brazil",2011,14.4
"Brunei",2011,7.8
"Bulgaria",2011,10.9
"Burkina Faso",2011,67.3
"Burundi",2011,61.6
"Cambodia",2011,33.6
"Cameroon",2011,64.4
"Canada",2011,4.7
"Cape Verde",2011,22.9
"Central African Republic",2011,99.7
"Chad",2011,91.9
"Chile",2011,7.5
"China",2011,12.5
"Colombia",2011,15.4
"Comoros",2011,61.3
"Congo, Dem. Rep.",2011,82.6
"Congo, Rep.",2011,39.6
"Costa Rica",2011,8.8
"Cote d'Ivoire",2011,75
"Croatia",2011,4.3
"Cuba",2011,4.8
"Cyprus",2011,2.9
"Czech Republic",2011,3.2
"Denmark",2011,3.2
"Djibouti",2011,60.5
"Dominican Republic",2011,27.5
"Ecuador",2011,20.7
"Egypt",2011,23.4
"El Salvador",2011,16.5
"Equatorial Guinea",2011,76.6
"Eritrea",2011,38.2
"Estonia",2011,3.2
"Ethiopia",2011,48.3
"Fiji",2011,20.1
"Finland",2011,2.4
"France",2011,3.5
"French Polynesia",2011,NA
"Gabon",2011,41.3
"Gambia",2011,50.9
"Georgia",2011,13.8
"Germany",2011,3.4
"Ghana",2011,48.6
"Greece",2011,4
"Greenland",2011,NA
"Grenada",2011,11.8
"Guatemala",2011,27.5
"Guinea",2011,68.9
"Guinea-Bissau",2011,70.3
"Guyana",2011,33.5
"Haiti",2011,57.5
"Honduras",2011,19.9
"Hong Kong, China",2011,NA
"Hungary",2011,5.5
"Iceland",2011,1.8
"India",2011,44.4
"Indonesia",2011,26.3
"Iran",2011,15.7
"Iraq",2011,29.3
"Ireland",2011,3.4
"Israel",2011,3.5
"Italy",2011,3.3
"Jamaica",2011,15.1
"Japan",2011,2.3
"Jordan",2011,17.3
"Kazakhstan",2011,17.5
"Kenya",2011,40.3
"Kiribati",2011,47.5
"South Korea",2011,3.4
"Kuwait",2011,8.9
"Kyrgyz Republic",2011,24.6
"Lao",2011,57.1
"Latvia",2011,7.8
"Lebanon",2011,8.3
"Lesotho",2011,71.9
"Liberia",2011,62.1
"Libya",2011,13.9
"Lithuania",2011,5
"Luxembourg",2011,1.8
"Macao, China",2011,NA
"Macedonia, FYR",2011,7.5
"Madagascar",2011,40.6
"Malawi",2011,53.8
"Malaysia",2011,6.7
"Maldives",2011,10.1
"Mali",2011,81
"Malta",2011,5.6
"Mauritania",2011,69.2
"Mauritius",2011,13.1
"Mexico",2011,13.8
"Micronesia, Fed. Sts.",2011,32
"Moldova",2011,14.5
"Mongolia",2011,23.4
"Montenegro",2011,5.7
"Morocco",2011,27.4
"Mozambique",2011,68.1
"Namibia",2011,36
"Nepal",2011,34.6
"Netherlands",2011,3.6
"New Caledonia",2011,NA
"New Zealand",2011,5
"Nicaragua",2011,21.3
"Niger",2011,63.7
"Nigeria",2011,78.8
"Norway",2011,2.5
"Oman",2011,10
"Pakistan",2011,72.1
"Panama",2011,16.5
"Papua New Guinea",2011,49.2
"Paraguay",2011,19.8
"Peru",2011,15.6
"Philippines",2011,24.4
"Poland",2011,4.7
"Portugal",2011,3.1
"Puerto Rico",2011,NA
"Qatar",2011,7.5
"Romania",2011,11.5
"Russia",2011,9.8
"Rwanda",2011,40
"St. Lucia",2011,13.9
"St. Vincent and the Grenadines",2011,18.2
"Samoa",2011,16
"Saudi Arabia",2011,14.2
"Senegal",2011,45.3
"Serbia",2011,6.4
"Seychelles",2011,12.2
"Sierra Leone",2011,102.3
"Singapore",2011,2.2
"Slovak Republic",2011,6.8
"Slovenia",2011,2.6
"Solomon Islands",2011,26.1
"South Africa",2011,37.1
"Spain",2011,3.8
"Sri Lanka",2011,9.1
"Sudan",2011,52.2
"Suriname",2011,21.4
"Swaziland",2011,53.6
"Sweden",2011,2.4
"Switzerland",2011,3.8
"Syria",2011,12.8
"Tajikistan",2011,43.3
"Tanzania",2011,40.4
"Thailand",2011,12
"Timor-Leste",2011,51.1
"Togo",2011,57.9
"Tonga",2011,15
"Trinidad and Tobago",2011,20.4
"Tunisia",2011,14.2
"Turkey",2011,15.3
"Turkmenistan",2011,48.9
"Uganda",2011,46.3
"Ukraine",2011,9.6
"United Arab Emirates",2011,7
"United Kingdom",2011,4.2
"United States",2011,6.1
"Uruguay",2011,10.3
"Uzbekistan",2011,38.4
"Vanuatu",2011,24
"Venezuela",2011,14.1
"West Bank and Gaza",2011,19.8
"Vietnam",2011,19.3
"Yemen",2011,40.3
"Zambia",2011,51.1
"Zimbabwe",2011,54
"Albania",2012,13.8
"Algeria",2012,22.4
"Angola",2012,104.1
"Antigua and Barbuda",2012,6.8
"Argentina",2012,12.3
"Armenia",2012,14.6
"Aruba",2012,NA
"Australia",2012,3.6
"Austria",2012,3.3
"Azerbaijan",2012,31.2
"Bahamas",2012,10.9
"Bahrain",2012,6.3
"Bangladesh",2012,35.3
"Barbados",2012,13
"Belarus",2012,4
"Belgium",2012,3.5
"Belize",2012,15.5
"Benin",2012,68.5
"Bhutan",2012,30.8
"Bolivia",2012,34
"Bosnia and Herzegovina",2012,5.9
"Botswana",2012,38.2
"Brazil",2012,14.3
"Brunei",2012,8.1
"Bulgaria",2012,10.5
"Burkina Faso",2012,65.4
"Burundi",2012,59.5
"Cambodia",2012,30.7
"Cameroon",2012,62.4
"Canada",2012,4.7
"Cape Verde",2012,22.4
"Central African Republic",2012,97.7
"Chad",2012,90.2
"Chile",2012,7.4
"China",2012,11.5
"Colombia",2012,14.9
"Comoros",2012,59.8
"Congo, Dem. Rep.",2012,80.5
"Congo, Rep.",2012,37.6
"Costa Rica",2012,8.8
"Cote d'Ivoire",2012,72.8
"Croatia",2012,4.1
"Cuba",2012,4.6
"Cyprus",2012,2.8
"Czech Republic",2012,3.2
"Denmark",2012,3.2
"Djibouti",2012,58.9
"Dominican Republic",2012,27.1
"Ecuador",2012,20.1
"Egypt",2012,22.6
"El Salvador",2012,16
"Equatorial Guinea",2012,74.3
"Eritrea",2012,37
"Estonia",2012,2.9
"Ethiopia",2012,46.2
"Fiji",2012,20
"Finland",2012,2.2
"France",2012,3.5
"French Polynesia",2012,NA
"Gabon",2012,39.7
"Gambia",2012,50.1
"Georgia",2012,12.8
"Germany",2012,3.3
"Ghana",2012,47
"Greece",2012,3.9
"Greenland",2012,NA
"Grenada",2012,11.5
"Guatemala",2012,26.6
"Guinea",2012,66.8
"Guinea-Bissau",2012,67.4
"Guyana",2012,33.3
"Haiti",2012,56.2
"Honduras",2012,19.2
"Hong Kong, China",2012,NA
"Hungary",2012,5.4
"Iceland",2012,1.7
"India",2012,42.6
"Indonesia",2012,25.3
"Iran",2012,15.1
"Iraq",2012,28.7
"Ireland",2012,3.4
"Israel",2012,3.4
"Italy",2012,3.2
"Jamaica",2012,14.8
"Japan",2012,2.2
"Jordan",2012,16.8
"Kazakhstan",2012,16
"Kenya",2012,39.2
"Kiribati",2012,46.6
"South Korea",2012,3.3
"Kuwait",2012,8.5
"Kyrgyz Republic",2012,22.9
"Lao",2012,55.4
"Latvia",2012,7.6
"Lebanon",2012,7.9
"Lesotho",2012,72.3
"Liberia",2012,59.4
"Libya",2012,12.9
"Lithuania",2012,4.5
"Luxembourg",2012,1.6
"Macao, China",2012,NA
"Macedonia, FYR",2012,6.5
"Madagascar",2012,39.3
"Malawi",2012,50.2
"Malaysia",2012,6.6
"Maldives",2012,9.2
"Mali",2012,79.2
"Malta",2012,5.5
"Mauritania",2012,68.1
"Mauritius",2012,12.8
"Mexico",2012,13.1
"Micronesia, Fed. Sts.",2012,31.1
"Moldova",2012,14.3
"Mongolia",2012,22.1
"Montenegro",2012,5.3
"Morocco",2012,26.4
"Mozambique",2012,63.6
"Namibia",2012,35.5
"Nepal",2012,33.1
"Netherlands",2012,3.5
"New Caledonia",2012,NA
"New Zealand",2012,4.9
"Nicaragua",2012,20.6
"Niger",2012,61.6
"Nigeria",2012,76.2
"Norway",2012,2.3
"Oman",2012,10
"Pakistan",2012,70.6
"Panama",2012,16
"Papua New Guinea",2012,48
"Paraguay",2012,19.2
"Peru",2012,14.9
"Philippines",2012,23.9
"Poland",2012,4.6
"Portugal",2012,3.1
"Puerto Rico",2012,NA
"Qatar",2012,7.3
"Romania",2012,10.9
"Russia",2012,9.3
"Rwanda",2012,37.1
"St. Lucia",2012,13.6
"St. Vincent and the Grenadines",2012,17.8
"Samoa",2012,15.8
"Saudi Arabia",2012,13.8
"Senegal",2012,44.1
"Serbia",2012,6.2
"Seychelles",2012,12.2
"Sierra Leone",2012,97.9
"Singapore",2012,2.2
"Slovak Republic",2012,6.5
"Slovenia",2012,2.4
"Solomon Islands",2012,25.5
"South Africa",2012,36.8
"Spain",2012,3.7
"Sri Lanka",2012,8.9
"Sudan",2012,51.1
"Suriname",2012,20.8
"Swaziland",2012,51.5
"Sweden",2012,2.4
"Switzerland",2012,3.7
"Syria",2012,12.6
"Tajikistan",2012,42.1
"Tanzania",2012,38.8
"Thailand",2012,11.6
"Timor-Leste",2012,49.3
"Togo",2012,56.5
"Tonga",2012,15
"Trinidad and Tobago",2012,19.7
"Tunisia",2012,13.6
"Turkey",2012,14.2
"Turkmenistan",2012,47.6
"Uganda",2012,42.5
"Ukraine",2012,9.1
"United Arab Emirates",2012,6.7
"United Kingdom",2012,4.1
"United States",2012,6.1
"Uruguay",2012,10
"Uzbekistan",2012,37.2
"Vanuatu",2012,24
"Venezuela",2012,13.8
"West Bank and Gaza",2012,19.4
"Vietnam",2012,18.8
"Yemen",2012,38.4
"Zambia",2012,49
"Zimbabwe",2012,49.4
"Albania",2013,13.3
"Algeria",2013,22.1
"Angola",2013,101.4
"Antigua and Barbuda",2013,6.4
"Argentina",2013,11.9
"Armenia",2013,13.8
"Aruba",2013,NA
"Australia",2013,3.4
"Austria",2013,3.2
"Azerbaijan",2013,30
"Bahamas",2013,10.5
"Bahrain",2013,5.9
"Bangladesh",2013,33.5
"Barbados",2013,12.7
"Belarus",2013,3.8
"Belgium",2013,3.4
"Belize",2013,15.1
"Benin",2013,67.2
"Bhutan",2013,29.5
"Bolivia",2013,32.8
"Bosnia and Herzegovina",2013,5.6
"Botswana",2013,36.4
"Brazil",2013,14.3
"Brunei",2013,8.3
"Bulgaria",2013,10.1
"Burkina Faso",2013,63.7
"Burundi",2013,57.6
"Cambodia",2013,28.3
"Cameroon",2013,60.4
"Canada",2013,4.6
"Cape Verde",2013,21.9
"Central African Republic",2013,96.1
"Chad",2013,88.4
"Chile",2013,7.3
"China",2013,10.6
"Colombia",2013,14.5
"Comoros",2013,58.2
"Congo, Dem. Rep.",2013,78.3
"Congo, Rep.",2013,35.9
"Costa Rica",2013,8.7
"Cote d'Ivoire",2013,70.6
"Croatia",2013,4
"Cuba",2013,4.4
"Cyprus",2013,2.7
"Czech Republic",2013,3
"Denmark",2013,3.1
"Djibouti",2013,57.4
"Dominican Republic",2013,26.7
"Ecuador",2013,19.5
"Egypt",2013,21.8
"El Salvador",2013,15.4
"Equatorial Guinea",2013,72.2
"Eritrea",2013,36
"Estonia",2013,2.7
"Ethiopia",2013,44.5
"Fiji",2013,19.7
"Finland",2013,2.1
"France",2013,3.6
"French Polynesia",2013,NA
"Gabon",2013,38
"Gambia",2013,49.4
"Georgia",2013,12
"Germany",2013,3.3
"Ghana",2013,45.5
"Greece",2013,3.8
"Greenland",2013,NA
"Grenada",2013,11.4
"Guatemala",2013,25.9
"Guinea",2013,64.7
"Guinea-Bissau",2013,64.8
"Guyana",2013,33
"Haiti",2013,54.8
"Honduras",2013,18.6
"Hong Kong, China",2013,NA
"Hungary",2013,5.4
"Iceland",2013,1.6
"India",2013,40.9
"Indonesia",2013,24.4
"Iran",2013,14.5
"Iraq",2013,27.9
"Ireland",2013,3.2
"Israel",2013,3.3
"Italy",2013,3.1
"Jamaica",2013,14.4
"Japan",2013,2.1
"Jordan",2013,16.3
"Kazakhstan",2013,14.6
"Kenya",2013,38
"Kiribati",2013,45.6
"South Korea",2013,3.2
"Kuwait",2013,8.1
"Kyrgyz Republic",2013,21.4
"Lao",2013,53.7
"Latvia",2013,7.4
"Lebanon",2013,7.6
"Lesotho",2013,71.9
"Liberia",2013,56.9
"Libya",2013,12.4
"Lithuania",2013,4
"Luxembourg",2013,1.6
"Macao, China",2013,NA
"Macedonia, FYR",2013,5.8
"Madagascar",2013,38.1
"Malawi",2013,47.3
"Malaysia",2013,6.4
"Maldives",2013,8.4
"Mali",2013,77.6
"Malta",2013,5.3
"Mauritania",2013,67.2
"Mauritius",2013,12.6
"Mexico",2013,12.5
"Micronesia, Fed. Sts.",2013,30.2
"Moldova",2013,14.1
"Mongolia",2013,20.9
"Montenegro",2013,4.9
"Morocco",2013,25.5
"Mozambique",2013,60.9
"Namibia",2013,34.3
"Nepal",2013,31.7
"Netherlands",2013,3.3
"New Caledonia",2013,NA
"New Zealand",2013,4.9
"Nicaragua",2013,20
"Niger",2013,59.8
"Nigeria",2013,73.8
"Norway",2013,2.3
"Oman",2013,10
"Pakistan",2013,69.1
"Panama",2013,15.5
"Papua New Guinea",2013,47
"Paraguay",2013,18.6
"Peru",2013,14.2
"Philippines",2013,23.3
"Poland",2013,4.5
"Portugal",2013,3.1
"Puerto Rico",2013,NA
"Qatar",2013,7.2
"Romania",2013,10.5
"Russia",2013,8.9
"Rwanda",2013,34.7
"St. Lucia",2013,13.3
"St. Vincent and the Grenadines",2013,17.4
"Samoa",2013,15.6
"Saudi Arabia",2013,13.3
"Senegal",2013,43.1
"Serbia",2013,6
"Seychelles",2013,12.1
"Sierra Leone",2013,93.8
"Singapore",2013,2.2
"Slovak Republic",2013,6.3
"Slovenia",2013,2.3
"Solomon Islands",2013,24.9
"South Africa",2013,35.3
"Spain",2013,3.7
"Sri Lanka",2013,8.7
"Sudan",2013,49.9
"Suriname",2013,20.1
"Swaziland",2013,48.4
"Sweden",2013,2.4
"Switzerland",2013,3.6
"Syria",2013,12.1
"Tajikistan",2013,40.9
"Tanzania",2013,37.6
"Thailand",2013,11.2
"Timor-Leste",2013,47.6
"Togo",2013,55
"Tonga",2013,14.9
"Trinidad and Tobago",2013,19.2
"Tunisia",2013,13.1
"Turkey",2013,13.2
"Turkmenistan",2013,46.2
"Uganda",2013,41.6
"Ukraine",2013,8.6
"United Arab Emirates",2013,6.4
"United Kingdom",2013,3.9
"United States",2013,5.9
"Uruguay",2013,9.5
"Uzbekistan",2013,36.1
"Vanuatu",2013,23.8
"Venezuela",2013,13.5
"West Bank and Gaza",2013,19
"Vietnam",2013,18.3
"Yemen",2013,36.7
"Zambia",2013,46.5
"Zimbabwe",2013,48.8
"Albania",2014,12.9
"Algeria",2014,22
"Angola",2014,98.8
"Antigua and Barbuda",2014,6.1
"Argentina",2014,11.5
"Armenia",2014,13.2
"Aruba",2014,NA
"Australia",2014,3.2
"Austria",2014,3
"Azerbaijan",2014,28.9
"Bahamas",2014,10.2
"Bahrain",2014,5.6
"Bangladesh",2014,32.1
"Barbados",2014,12.3
"Belarus",2014,3.5
"Belgium",2014,3.4
"Belize",2014,14.6
"Benin",2014,65.7
"Bhutan",2014,28.3
"Bolivia",2014,31.7
"Bosnia and Herzegovina",2014,5.4
"Botswana",2014,35.6
"Brazil",2014,14.4
"Brunei",2014,8.5
"Bulgaria",2014,9.7
"Burkina Faso",2014,62.2
"Burundi",2014,55.8
"Cambodia",2014,26.3
"Cameroon",2014,58.6
"Canada",2014,4.4
"Cape Verde",2014,21.3
"Central African Republic",2014,93.5
"Chad",2014,86.7
"Chile",2014,7.2
"China",2014,9.8
"Colombia",2014,14.1
"Comoros",2014,56.6
"Congo, Dem. Rep.",2014,76.5
"Congo, Rep.",2014,34.4
"Costa Rica",2014,8.6
"Cote d'Ivoire",2014,68.5
"Croatia",2014,3.8
"Cuba",2014,4.1
"Cyprus",2014,2.6
"Czech Republic",2014,2.9
"Denmark",2014,3
"Djibouti",2014,55.8
"Dominican Republic",2014,26.2
"Ecuador",2014,19
"Egypt",2014,21
"El Salvador",2014,14.9
"Equatorial Guinea",2014,70.3
"Eritrea",2014,35
"Estonia",2014,2.5
"Ethiopia",2014,42.9
"Fiji",2014,19.4
"Finland",2014,2
"France",2014,3.6
