"country","year","population"
"Cote d'Ivoire",2010,20131707
"Croatia",2010,4316425
"Cuba",2010,11308133
"Cyprus",2010,1103685
"Czech Republic",2010,10506617
"Denmark",2010,5550959
"Djibouti",2010,830802
"Dominican Republic",2010,9897983
"Ecuador",2010,14934692
"Egypt",2010,82040994
"El Salvador",2010,6038306
"Equatorial Guinea",2010,728710
"Eritrea",2010,4689664
"Estonia",2010,1332089
"Ethiopia",2010,87561814
"Fiji",2010,859952
"Finland",2010,5367693
"France",2010,62961136
"French Polynesia",2010,268065
"Gabon",2010,1541936
"Gambia",2010,1693002
"Georgia",2010,4250132
"Germany",2010,80435307
"Ghana",2010,24317734
"Greece",2010,11177509
"Greenland",2010,56546
"Grenada",2010,104677
"Guatemala",2010,14732261
"Guinea",2010,11012406
"Guinea-Bissau",2010,1634196
"Guyana",2010,753362
"Haiti",2010,9999617
"Honduras",2010,7503875
"Hong Kong, China",2010,6993570
"Hungary",2010,10014633
"Iceland",2010,318042
"India",2010,1230984504
"Indonesia",2010,241613126
"Iran",2010,74253373
"Iraq",2010,30868156
"Ireland",2010,4617334
"Israel",2010,7420368
"Italy",2010,59588007
"Jamaica",2010,2741253
"Japan",2010,127319802
"Jordan",2010,6517912
"Kazakhstan",2010,16310624
"Kenya",2010,40328313
"Kiribati",2010,102648
"South Korea",2010,49090041
"Kuwait",2010,3059473
"Kyrgyz Republic",2010,5464567
"Lao",2010,6260544
"Latvia",2010,2090519
"Lebanon",2010,4337156
"Lesotho",2010,2010586
"Liberia",2010,3957990
"Libya",2010,6265697
"Lithuania",2010,3122835
"Luxembourg",2010,507889
"Macao, China",2010,534626
"Macedonia, FYR",2010,2062443
"Madagascar",2010,21079532
"Malawi",2010,14769824
"Malaysia",2010,28119500
"Maldives",2010,332575
"Mali",2010,15167286
"Malta",2010,412064
"Mauritania",2010,3591400
"Mauritius",2010,1247951
"Mexico",2010,118617542
"Micronesia, Fed. Sts.",2010,103619
"Moldova",2010,4084483
"Mongolia",2010,2712657
"Montenegro",2010,621952
"Morocco",2010,32107739
"Mozambique",2010,24321457
"Namibia",2010,2193643
"Nepal",2010,26875910
"Netherlands",2010,16631571
"New Caledonia",2010,246345
"New Zealand",2010,4369027
"Nicaragua",2010,5737722
"Niger",2010,16291990
"Nigeria",2010,159424742
"Norway",2010,4891251
"Oman",2010,2943747
"Pakistan",2010,170043918
"Panama",2010,3620506
"Papua New Guinea",2010,6847517
"Paraguay",2010,6209877
"Peru",2010,29373644
"Philippines",2010,93038902
"Poland",2010,38574682
"Portugal",2010,10584837
"Puerto Rico",2010,3709671
"Qatar",2010,1765513
"Romania",2010,20298838
"Russia",2010,143158099
"Rwanda",2010,10293669
"St. Lucia",2010,177397
"St. Vincent and the Grenadines",2010,109316
"Samoa",2010,186029
"Saudi Arabia",2010,28090647
"Senegal",2010,12956791
"Serbia",2010,9059046
"Seychelles",2010,93081
"Sierra Leone",2010,5775902
"Singapore",2010,5078961
"Slovak Republic",2010,5406896
"Slovenia",2010,2052480
"Solomon Islands",2010,526177
"South Africa",2010,51621594
"Spain",2010,46601492
"Sri Lanka",2010,20201312
"Sudan",2010,36114885
"Suriname",2010,518141
"Swaziland",2010,1193148
"Sweden",2010,9382297
"Switzerland",2010,7830534
"Syria",2010,20720602
"Tajikistan",2010,7581696
"Tanzania",2010,45648525
"Thailand",2010,66692024
"Timor-Leste",2010,1057122
"Togo",2010,6390851
"Tonga",2010,103947
"Trinidad and Tobago",2010,1328095
"Tunisia",2010,10639194
"Turkey",2010,72310416
"Turkmenistan",2010,5041995
"Uganda",2010,33149417
"Ukraine",2010,45647497
"United Arab Emirates",2010,8329453
"United Kingdom",2010,62716684
"United States",2010,309876170
"Uruguay",2010,3374414
"Uzbekistan",2010,27739764
"Vanuatu",2010,236299
"Venezuela",2010,28995745
"West Bank and Gaza",2010,4068780
"Vietnam",2010,88357775
"Yemen",2010,23591972
"Zambia",2010,13917439
"Zimbabwe",2010,13973897
"Albania",2011,2886010
"Algeria",2011,36717132
"Angola",2011,21942296
"Antigua and Barbuda",2011,88152
"Argentina",2011,41655616
"Armenia",2011,2967984
"Aruba",2011,101936
"Australia",2011,22542371
"Austria",2011,8423559
"Azerbaijan",2011,9227512
"Bahamas",2011,366711
"Bahrain",2011,1306014
"Bangladesh",2011,153405612
"Barbados",2011,280602
"Belarus",2011,9487674
"Belgium",2011,11005175
"Belize",2011,329193
"Benin",2011,9779391
"Bhutan",2011,732246
"Bolivia",2011,10078238
"Bosnia and Herzegovina",2011,3832310
"Botswana",2011,2089706
"Brazil",2011,200517584
"Brunei",2011,399443
"Bulgaria",2011,7355231
"Burkina Faso",2011,16106851
"Burundi",2011,9790151
"Cambodia",2011,14593099
"Cameroon",2011,21119065
"Canada",2011,34499905
"Cape Verde",2011,495159
"Central African Republic",2011,4530903
"Chad",2011,12298512
"Chile",2011,17201305
"China",2011,1348174478
"Colombia",2011,46406446
"Comoros",2011,715972
"Congo, Dem. Rep.",2011,68087376
"Congo, Rep.",2011,4177435
"Costa Rica",2011,4600487
"Cote d'Ivoire",2011,20604172
"Croatia",2011,4302073
"Cuba",2011,11323570
"Cyprus",2011,1116644
"Czech Republic",2011,10533985
"Denmark",2011,5576577
"Djibouti",2011,841802
"Dominican Republic",2011,10027140
"Ecuador",2011,15177280
"Egypt",2011,83787634
"El Salvador",2011,6055208
"Equatorial Guinea",2011,750918
"Eritrea",2011,4789568
"Estonia",2011,1328068
"Ethiopia",2011,89858696
"Fiji",2011,867327
"Finland",2011,5395816
"France",2011,63268405
"French Polynesia",2011,270862
"Gabon",2011,1577298
"Gambia",2011,1749099
"Georgia",2011,4196401
"Germany",2011,80424665
"Ghana",2011,24928503
"Greece",2011,11153047
"Greenland",2011,56441
"Grenada",2011,105070
"Guatemala",2011,15049280
"Guinea",2011,11316351
"Guinea-Bissau",2011,1673509
"Guyana",2011,755883
"Haiti",2011,10144890
"Honduras",2011,7621414
"Hong Kong, China",2011,7044211
"Hungary",2011,9988846
"Iceland",2011,321030
"India",2011,1247446011
"Indonesia",2011,244808254
"Iran",2011,75184322
"Iraq",2011,31867758
"Ireland",2011,4652714
"Israel",2011,7563334
"Italy",2011,59678993
"Jamaica",2011,2752358
"Japan",2011,127252900
"Jordan",2011,6760371
"Kazakhstan",2011,16554305
"Kenya",2011,41419954
"Kiribati",2011,104662
"South Korea",2011,49356692
"Kuwait",2011,3239181
"Kyrgyz Republic",2011,5553827
"Lao",2011,6366909
"Latvia",2011,2063661
"Lebanon",2011,4591698
"Lesotho",2011,2032950
"Liberia",2011,4079574
"Libya",2011,6288652
"Lithuania",2011,3070593
"Luxembourg",2011,519981
"Macao, China",2011,546682
"Macedonia, FYR",2011,2065888
"Madagascar",2011,21678867
"Malawi",2011,15226813
"Malaysia",2011,28572970
"Maldives",2011,338618
"Mali",2011,15639115
"Malta",2011,414075
"Mauritania",2011,3683221
"Mauritius",2011,1253089
"Mexico",2011,120365271
"Micronesia, Fed. Sts.",2011,103476
"Moldova",2011,4077811
"Mongolia",2011,2759074
"Montenegro",2011,622957
"Morocco",2011,32531964
"Mozambique",2011,25016921
"Namibia",2011,2240161
"Nepal",2011,27179237
"Netherlands",2011,16689863
"New Caledonia",2011,249755
"New Zealand",2011,4404483
"Nicaragua",2011,5807787
"Niger",2011,16946485
"Nigeria",2011,163770669
"Norway",2011,4953945
"Oman",2011,3210003
"Pakistan",2011,173669648
"Panama",2011,3681979
"Papua New Guinea",2011,7001172
"Paraguay",2011,6293763
"Peru",2011,29759891
"Philippines",2011,94501233
"Poland",2011,38594217
"Portugal",2011,10558909
"Puerto Rico",2011,3701997
"Qatar",2011,1905437
"Romania",2011,20111664
"Russia",2011,143211476
"Rwanda",2011,10556429
"St. Lucia",2011,179278
"St. Vincent and the Grenadines",2011,109341
"Samoa",2011,187434
"Saudi Arabia",2011,28788438
"Senegal",2011,13357003
"Serbia",2011,9023881
"Seychelles",2011,93810
"Sierra Leone",2011,5908908
"Singapore",2011,5190666
"Slovak Republic",2011,5411377
"Slovenia",2011,2059023
"Solomon Islands",2011,537648
"South Africa",2011,52237272
"Spain",2011,46708366
"Sri Lanka",2011,20315673
"Sudan",2011,36918193
"Suriname",2011,523439
"Swaziland",2011,1212458
"Sweden",2011,9462352
"Switzerland",2011,7925813
"Syria",2011,20501167
"Tajikistan",2011,7753925
"Tanzania",2011,47122998
"Thailand",2011,66902958
"Timor-Leste",2011,1077602
"Togo",2011,6566179
"Tonga",2011,104392
"Trinidad and Tobago",2011,1334790
"Tunisia",2011,10758870
"Turkey",2011,73517002
"Turkmenistan",2011,5106672
"Uganda",2011,34260342
"Ukraine",2011,45477690
"United Arab Emirates",2011,8734722
"United Kingdom",2011,63164949
"United States",2011,312390368
"Uruguay",2011,3385610
"Uzbekistan",2011,28158395
"Vanuatu",2011,241876
"Venezuela",2011,29427631
"West Bank and Gaza",2011,4181135
"Vietnam",2011,89321903
"Yemen",2011,24234940
"Zambia",2011,14343526
"Zimbabwe",2011,14255592
"Albania",2012,2880667
"Algeria",2012,37439427
"Angola",2012,22685632
"Antigua and Barbuda",2012,89069
"Argentina",2012,42095224
"Armenia",2012,2978339
"Aruba",2012,102393
"Australia",2012,22911375
"Austria",2012,8455477
"Azerbaijan",2012,9361477
"Bahamas",2012,372388
"Bahrain",2012,1333577
"Bangladesh",2012,155257387
"Barbados",2012,281580
"Belarus",2012,9490962
"Belgium",2012,11079521
"Belize",2012,336707
"Benin",2012,10049792
"Bhutan",2012,743711
"Bolivia",2012,10238762
"Bosnia and Herzegovina",2012,3828419
"Botswana",2012,2132822
"Brazil",2012,202401584
"Brunei",2012,405512
"Bulgaria",2012,7303741
"Burkina Faso",2012,16590813
"Burundi",2012,10124572
"Cambodia",2012,14832255
"Cameroon",2012,21659488
"Canada",2012,34868151
"Cape Verde",2012,500870
"Central African Republic",2012,4619500
"Chad",2012,12715465
"Chile",2012,17388437
"China",2012,1355386952
"Colombia",2012,46881018
"Comoros",2012,733661
"Congo, Dem. Rep.",2012,70291160
"Congo, Rep.",2012,4286188
"Costa Rica",2012,4654148
"Cote d'Ivoire",2012,21102641
"Croatia",2012,4287015
"Cuba",2012,11342631
"Cyprus",2012,1129303
"Czech Republic",2012,10545161
"Denmark",2012,5600972
"Djibouti",2012,853069
"Dominican Republic",2012,10155036
"Ecuador",2012,15419493
"Egypt",2012,85660902
"El Salvador",2012,6072233
"Equatorial Guinea",2012,773729
"Eritrea",2012,4892233
"Estonia",2012,1324040
"Ethiopia",2012,92191211
"Fiji",2012,874158
"Finland",2012,5424644
"France",2012,63561798
"French Polynesia",2012,273775
"Gabon",2012,1613489
"Gambia",2012,1807108
"Georgia",2012,4138920
"Germany",2012,80477952
"Ghana",2012,25544565
"Greece",2012,11109662
"Greenland",2012,56344
"Grenada",2012,105476
"Guatemala",2012,15368759
"Guinea",2012,11628767
"Guinea-Bissau",2012,1714620
"Guyana",2012,758410
"Haiti",2012,10288828
"Honduras",2012,7736131
"Hong Kong, China",2012,7101858
"Hungary",2012,9958334
"Iceland",2012,323407
"India",2012,1263589639
"Indonesia",2012,248037853
"Iran",2012,76156975
"Iraq",2012,32957622
"Ireland",2012,4667868
"Israel",2012,7694507
"Italy",2012,59737717
"Jamaica",2012,2762965
"Japan",2012,127139821
"Jordan",2012,6994451
"Kazakhstan",2012,16821455
"Kenya",2012,42542978
"Kiribati",2012,106620
"South Korea",2012,49608451
"Kuwait",2012,3419581
"Kyrgyz Republic",2012,5648230
"Lao",2012,6473050
"Latvia",2012,2037090
"Lebanon",2012,4924257
"Lesotho",2012,2057331
"Liberia",2012,4190155
"Libya",2012,6283403
"Lithuania",2012,3016496
"Luxembourg",2012,532479
"Macao, China",2012,557763
"Macedonia, FYR",2012,2069270
"Madagascar",2012,22293720
"Malawi",2012,15700436
"Malaysia",2012,29021940
"Maldives",2012,344817
"Mali",2012,16112333
"Malta",2012,415596
"Mauritania",2012,3777067
"Mauritius",2012,1258335
"Mexico",2012,122070963
"Micronesia, Fed. Sts.",2012,103516
"Moldova",2012,4074754
"Mongolia",2012,2808339
"Montenegro",2012,623864
"Morocco",2012,32984190
"Mozambique",2012,25732928
"Namibia",2012,2291645
"Nepal",2012,27500515
"Netherlands",2012,16749318
"New Caledonia",2012,253129
"New Zealand",2012,4435883
"Nicaragua",2012,5877034
"Niger",2012,17635782
"Nigeria",2012,168240403
"Norway",2012,5018367
"Oman",2012,3545192
"Pakistan",2012,177392252
"Panama",2012,3743761
"Papua New Guinea",2012,7154870
"Paraguay",2012,6379162
"Peru",2012,30158768
"Philippines",2012,96017322
"Poland",2012,38609486
"Portugal",2012,10515016
"Puerto Rico",2012,3695674
"Qatar",2012,2015624
"Romania",2012,19944954
"Russia",2012,143287536
"Rwanda",2012,10817350
"St. Lucia",2012,180890
"St. Vincent and the Grenadines",2012,109334
"Samoa",2012,188901
"Saudi Arabia",2012,29496047
"Senegal",2012,13780108
"Serbia",2012,8982578
"Seychelles",2012,94524
"Sierra Leone",2012,6043157
"Singapore",2012,5299524
"Slovak Republic",2012,5415496
"Slovenia",2012,2062881
"Solomon Islands",2012,549162
"South Africa",2012,52837274
"Spain",2012,46637082
"Sri Lanka",2012,20421862
"Sudan",2012,37712420
"Suriname",2012,528535
"Swaziland",2012,1231694
"Sweden",2012,9543457
"Switzerland",2012,8022628
"Syria",2012,19978756
"Tajikistan",2012,7930929
"Tanzania",2012,48645709
"Thailand",2012,67164130
"Timor-Leste",2012,1102076
"Togo",2012,6745581
"Tonga",2012,104769
"Trinidad and Tobago",2012,1341579
"Tunisia",2012,10881450
"Turkey",2012,74849187
"Turkmenistan",2012,5172941
"Uganda",2012,35400620
"Ukraine",2012,45319949
"United Arab Emirates",2012,8952542
"United Kingdom",2012,63573766
"United States",2012,314799465
"Uruguay",2012,3396753
"Uzbekistan",2012,28592451
"Vanuatu",2012,247498
"Venezuela",2012,29854238
"West Bank and Gaza",2012,4297826
"Vietnam",2012,90335547
"Yemen",2012,24882792
"Zambia",2012,14786581
"Zimbabwe",2012,14565482
"Albania",2013,2883281
"Algeria",2013,38186135
"Angola",2013,23448202
"Antigua and Barbuda",2013,89985
"Argentina",2013,42538304
"Armenia",2013,2992192
"Aruba",2013,102921
"Australia",2013,23270465
"Austria",2013,8486962
"Azerbaijan",2013,9497496
"Bahamas",2013,377841
"Bahrain",2013,1349427
"Bangladesh",2013,157157394
"Barbados",2013,282503
"Belarus",2013,9497294
"Belgium",2013,11153122
"Belize",2013,344193
"Benin",2013,10322232
"Bhutan",2013,754637
"Bolivia",2013,10399931
"Bosnia and Herzegovina",2013,3823533
"Botswana",2013,2176510
"Brazil",2013,204259377
"Brunei",2013,411499
"Bulgaria",2013,7252539
"Burkina Faso",2013,17084554
"Burundi",2013,10465959
"Cambodia",2013,15078564
"Cameroon",2013,22211166
"Canada",2013,35230612
"Cape Verde",2013,507258
"Central African Republic",2013,4710678
"Chad",2013,13145788
"Chile",2013,17575833
"China",2013,1362514260
"Colombia",2013,47342363
"Comoros",2013,751697
"Congo, Dem. Rep.",2013,72552861
"Congo, Rep.",2013,4394334
"Costa Rica",2013,4706433
"Cote d'Ivoire",2013,21622490
"Croatia",2013,4271497
"Cuba",2013,11362505
"Cyprus",2013,1141652
"Czech Republic",2013,10545314
"Denmark",2013,5624293
"Djibouti",2013,864554
"Dominican Republic",2013,10281408
"Ecuador",2013,15661312
"Egypt",2013,87613909
"El Salvador",2013,6089644
"Equatorial Guinea",2013,797082
"Eritrea",2013,4998824
"Estonia",2013,1320050
"Ethiopia",2013,94558374
"Fiji",2013,880487
"Finland",2013,5453061
"France",2013,63844529
"French Polynesia",2013,276766
"Gabon",2013,1650351
"Gambia",2013,1866878
"Georgia",2013,4082727
"Germany",2013,80565861
"Ghana",2013,26164432
"Greece",2013,11055164
"Greenland",2013,56265
"Grenada",2013,105902
"Guatemala",2013,15690793
"Guinea",2013,11948726
"Guinea-Bissau",2013,1757138
"Guyana",2013,761033
"Haiti",2013,10431249
"Honduras",2013,7849059
"Hong Kong, China",2013,7163930
"Hungary",2013,9924507
"Iceland",2013,325392
"India",2013,1279498874
"Indonesia",2013,251268276
"Iran",2013,77152445
"Iraq",2013,34107366
"Ireland",2013,4671263
"Israel",2013,7817818
"Italy",2013,59771094
"Jamaica",2013,2773215
"Japan",2013,126984964
"Jordan",2013,7214832
"Kazakhstan",2013,17099546
"Kenya",2013,43692881
"Kiribati",2013,108544
"South Korea",2013,49846756
"Kuwait",2013,3593689
"Kyrgyz Republic",2013,5745698
"Lao",2013,6579985
"Latvia",2013,2011857
"Lebanon",2013,5286990
"Lesotho",2013,2083061
"Liberia",2013,4293692
"Libya",2013,6265987
"Lithuania",2013,2963810
"Luxembourg",2013,544885
"Macao, China",2013,568056
"Macedonia, FYR",2013,2072543
"Madagascar",2013,22924557
"Malawi",2013,16190126
"Malaysia",2013,29465372
"Maldives",2013,351111
"Mali",2013,16592097
"Malta",2013,416747
"Mauritania",2013,3872684
"Mauritius",2013,1263560
"Mexico",2013,123740109
"Micronesia, Fed. Sts.",2013,103718
"Moldova",2013,4073714
"Mongolia",2013,2859174
"Montenegro",2013,624648
"Morocco",2013,33452686
"Mozambique",2013,26467180
"Namibia",2013,2346592
"Nepal",2013,27834981
"Netherlands",2013,16809157
"New Caledonia",2013,256473
"New Zealand",2013,4465276
"Nicaragua",2013,5945646
"Niger",2013,18358863
"Nigeria",2013,172816517
"Norway",2013,5083450
"Oman",2013,3906912
"Pakistan",2013,181192646
"Panama",2013,3805683
"Papua New Guinea",2013,7308864
"Paraguay",2013,6465669
"Peru",2013,30565461
"Philippines",2013,97571676
"Poland",2013,38618698
"Portugal",2013,10459716
"Puerto Rico",2013,3690591
"Qatar",2013,2101288
"Romania",2013,19794163
"Russia",2013,143367341
"Rwanda",2013,11078095
"St. Lucia",2013,182305
"St. Vincent and the Grenadines",2013,109327
"Samoa",2013,190390
"Saudi Arabia",2013,30201051
"Senegal",2013,14221041
"Serbia",2013,8937605
"Seychelles",2013,95215
"Sierra Leone",2013,6178859
"Singapore",2013,5405009
"Slovak Republic",2013,5419288
"Slovenia",2013,2064819
"Solomon Islands",2013,560685
"South Africa",2013,53416609
"Spain",2013,46455163
"Sri Lanka",2013,20521959
"Sudan",2013,38515095
"Suriname",2013,533450
"Swaziland",2013,1250641
"Sweden",2013,9624247
"Switzerland",2013,8118719
"Syria",2013,19322593
"Tajikistan",2013,8111894
"Tanzania",2013,50213457
"Thailand",2013,67451422
"Timor-Leste",2013,1129315
"Togo",2013,6928719
"Tonga",2013,105139
"Trinidad and Tobago",2013,1348240
"Tunisia",2013,11005706
"Turkey",2013,76223639
"Turkmenistan",2013,5240088
"Uganda",2013,36573387
"Ukraine",2013,45165211
"United Arab Emirates",2013,9039978
"United Kingdom",2013,63955654
"United States",2013,317135919
"Uruguay",2013,3407969
"Uzbekistan",2013,29033361
"Vanuatu",2013,253165
"Venezuela",2013,30276045
"West Bank and Gaza",2013,4418341
"Vietnam",2013,91378752
"Yemen",2013,25533217
"Zambia",2013,15246086
"Zimbabwe",2013,14898092
"Albania",2014,2889676
"Algeria",2014,38934334
"Angola",2014,24227524
"Antigua and Barbuda",2014,90900
"Argentina",2014,42980026
"Armenia",2014,3006154
"Aruba",2014,103441
"Australia",2014,23622353
"Austria",2014,8516916
"Azerbaijan",2014,9629779
"Bahamas",2014,383054
"Bahrain",2014,1361930
"Bangladesh",2014,159077513
"Barbados",2014,283380
"Belarus",2014,9500422
"Belgium",2014,11226322
"Belize",2014,351706
"Benin",2014,10598482
"Bhutan",2014,765008
"Bolivia",2014,10561887
"Bosnia and Herzegovina",2014,3817554
"Botswana",2014,2219937
"Brazil",2014,206077898
"Brunei",2014,417394
"Bulgaria",2014,7201308
"Burkina Faso",2014,17589198
"Burundi",2014,10816860
"Cambodia",2014,15328136
"Cameroon",2014,22773014
"Canada",2014,35587793
"Cape Verde",2014,513906
"Central African Republic",2014,4804316
"Chad",2014,13587053
"Chile",2014,17762647
"China",2014,1369435670
"Colombia",2014,47791393
"Comoros",2014,769991
"Congo, Dem. Rep.",2014,74877030
"Congo, Rep.",2014,4504962
"Costa Rica",2014,4757606
"Cote d'Ivoire",2014,22157107
"Croatia",2014,4255853
"Cuba",2014,11379111
"Cyprus",2014,1153658
"Czech Republic",2014,10542666
"Denmark",2014,5646899
"Djibouti",2014,876174
"Dominican Republic",2014,10405943
"Ecuador",2014,15902916
"Egypt",2014,89579670
"El Salvador",2014,6107706
"Equatorial Guinea",2014,820885
"Eritrea",2014,5110444
"Estonia",2014,1316203
"Ethiopia",2014,96958732
"Fiji",2014,886450
"Finland",2014,5479660
"France",2014,64121249
"French Polynesia",2014,279781
"Gabon",2014,1687673
"Gambia",2014,1928201
"Georgia",2014,4034774
"Germany",2014,80646262
"Ghana",2014,26786598
"Greece",2014,11000777
"Greenland",2014,56211
"Grenada",2014,106349
"Guatemala",2014,16015494
"Guinea",2014,12275527
"Guinea-Bissau",2014,1800513
"Guyana",2014,763893
"Haiti",2014,10572029
"Honduras",2014,7961680
"Hong Kong, China",2014,7226869
"Hungary",2014,9889540
"Iceland",2014,327318
"India",2014,1295291543
"Indonesia",2014,254454778
"Iran",2014,78143644
"Iraq",2014,35273293
"Ireland",2014,4675164
"Israel",2014,7939483
"Italy",2014,59788667
"Jamaica",2014,2783301
"Japan",2014,126794564
"Jordan",2014,7416083
"Kazakhstan",2014,17371621
"Kenya",2014,44863583
"Kiribati",2014,110470
"South Korea",2014,50074401
"Kuwait",2014,3753121
"Kyrgyz Republic",2014,5843617
"Lao",2014,6689300
